video,focal_subject,behavior,type,start_time,end_time,duration,notes
Pair 10- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.033,318.033,NA,
Pair 16- 1 week (ED) (2),No focal subject,Stereotypic Behaviors,POINT,318.041,318.041,NA,
Pair 9- Intro (ED),Female,Attack,POINT,318.042,318.042,NA,
Pair 16- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.043,318.043,NA,
Pair 17- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.057,318.057,NA,
Pair 24- Intro (ED),No focal subject,Contact time,STATE,318.076,320.643,2.567,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,318.089,318.089,NA,
Pair 11- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.093,318.093,NA,
Pair 14- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,318.094,318.094,NA,
Pair 22- 1 week (ED),No focal subject,Contact time,STATE,318.143,320.143,2,
Pair 3- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.159,318.159,NA,
Pair 13- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.192,318.192,NA,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.258,318.258,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.277,318.277,NA,
Pair 2- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,318.306,318.306,NA,
Pair 10- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.325,318.325,NA,
Pair 23- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.405,318.405,NA,
Pair 7- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.426,318.426,NA,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.458,318.458,NA,
Pair 24- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.477,318.477,NA,
Pair 21- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,318.492,318.492,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.493,318.493,NA,
Pair 2- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.506,318.506,NA,
Pair 8- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.508,318.508,NA,
Pair 23- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.509,318.509,NA,
Pair 14- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.66,318.66,NA,
Pair 9- 48 Hrs (ED),No focal subject,Contact time,STATE,318.672,321.422,2.75,
Pair 2- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.674,318.674,NA,
Pair 13- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.694,318.694,NA,
Pair 10- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.7,318.7,NA,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.708,318.708,NA,
Pair 6- Intro (ED),No focal subject,Nose-to- Anogenital Investigation,STATE,318.725,319.225,0.5,
Pair 12- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.755,318.755,NA,
Pair 23- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.76,318.76,NA,
Pair 24- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.793,318.793,NA,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,318.839,318.839,NA,
Pair 13- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,318.879,318.879,NA,
Pair 6- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.907,318.907,NA,
Pair 20- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,318.909,318.909,NA,
Pair 22- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,318.91,318.91,NA,
Pair 7- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.911,318.911,NA,
Pair 5- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.975,318.975,NA,
Pair 7- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,318.978,318.978,NA,
Pair 11- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,318.991,318.991,NA,
Pair 2- 48 Hrs (ED),No focal subject,Contact time,STATE,319.006,320.14,1.134,
Pair 18- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.072,319.072,NA,
Pair 14- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.09,319.09,NA,
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.105,319.105,NA,
Pair 13- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.108,319.108,NA,
Pair 21- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.123,319.123,NA,
Pair 8- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.163,319.163,NA,
Pair 7- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.191,319.191,NA,
Pair 12- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.207,319.207,NA,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.208,319.208,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.239,319.239,NA,
Pair 5- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.24,319.24,NA,
Pair 21- 1 week (ED),Female,Autogrooming,STATE,319.305,326.055,6.75,
Pair 12- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.31,319.31,NA,burrowing behavior
Pair 14- Intro (ED),No focal subject,Contact time,STATE,319.342,322.841,3.499,
Pair 14- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.342,319.342,NA,
Pair 21- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.376,319.376,NA,
Pair 15- 24 Hrs (ED),No focal subject,Contact time,STATE,319.389,322.889,3.5,
Pair 23- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.405,319.405,NA,
Pair 23- 1 week (ED),No focal subject,Contact time,STATE,319.455,324.705,5.25,
Pair 14- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.491,319.491,NA,
Pair 23- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.508,319.508,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.522,319.522,NA,
Pair 11- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.541,319.541,NA,
Pair 22- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.557,319.557,NA,
Pair 2- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.558,319.558,NA,
Pair 13- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.577,319.577,NA,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.589,319.589,NA,
Pair 11- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.59,319.59,NA,
Pair 21- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.593,319.593,NA,
Pair 16- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.611,319.611,NA,
Pair 22- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.624,319.624,NA,
Pair 9- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.624,319.624,NA,
Pair 22- 48 Hrs (ED),No focal subject,Contact time,STATE,319.639,320.889,1.25,
Pair 14- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.66,319.66,NA,
Pair 12- 24 Hrs (ED),No focal subject,Contact time,STATE,319.706,322.706,3,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.706,319.706,NA,
Pair 12- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.709,319.709,NA,
Pair 5- 48 Hrs (ED),No focal subject,Contact time,STATE,319.741,325.992,6.251,
Pair 11- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.758,319.758,NA,
Pair 23- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.76,319.76,NA,
Pair 15- 1 week (ED),No focal subject,Contact time,STATE,319.777,321.523,1.746,
Pair 3- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.788,319.788,NA,
Pair 16- 1 week (ED) (2),No focal subject,Stereotypic Behaviors,POINT,319.789,319.789,NA,
Pair 3- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.789,319.789,NA,
Pair 16- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.791,319.791,NA,
Pair 17- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.807,319.807,NA,
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.811,319.811,NA,
Pair 7- Intro (ED),No focal subject,Contact time,STATE,319.823,321.822,1.999,
Pair 18- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.826,319.826,NA,
Pair 9- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.873,319.873,NA,
Pair 5- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,319.877,319.877,NA,
Pair 3- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.908,319.908,NA,
Pair 7- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.911,319.911,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.923,319.923,NA,
Pair 2- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,319.924,319.924,NA,
Pair 21- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,319.988,319.988,NA,
Pair 23- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.009,320.009,NA,
Pair 15- 24 Hrs (ED),No focal subject,Nose to Nose Investigation,STATE,320.024,322.524,2.5,
Pair 18- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.072,320.072,NA,
Pair 14- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,320.093,320.093,NA,
Pair 5- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,320.141,320.141,NA,
Pair 6- 48 Hrs (ED),No focal subject,Contact time,STATE,320.155,322.408,2.253,
Pair 7- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.18,320.18,NA,
Pair 7- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.194,320.194,NA,
Pair 2- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.256,320.256,NA,
Pair 1- 48 Hrs (ED) (2),No focal subject,Contact time,STATE,320.274,322.022,1.748,
Pair 15- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.274,320.274,NA,
Pair 15- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.277,320.277,NA,
Pair 10- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.324,320.324,NA,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,320.339,320.339,NA,
Pair 13- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.378,320.378,NA,
Pair 20- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,320.409,320.409,NA,
Pair 8- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.41,320.41,NA,
Pair 2- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.425,320.425,NA,
Pair 17- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,320.438,320.438,NA,
Pair 20- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.461,320.461,NA,
Pair 23- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.507,320.507,NA,
Pair 23- 48 Hrs (ED),No focal subject,Contact time,STATE,320.51,322.256,1.746,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.51,320.51,NA,
Pair 1- 48 Hrs (ED),No focal subject,Contact time,STATE,320.523,322.022,1.499,
Pair 11- 48 Hrs (ED),No focal subject,Contact time,STATE,320.541,322.291,1.75,
Pair 18- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.576,320.576,NA,
Pair 2- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.64,320.64,NA,
Pair 22- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.643,320.643,NA,
Pair 22- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,320.66,320.66,NA,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.707,320.707,NA,
Pair 4- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,320.726,320.726,NA,
Pair 5- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.738,320.738,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.777,320.777,NA,
Pair 3- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,320.788,320.788,NA,
Pair 12- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.809,320.809,NA,
Pair 13- 24 Hrs (ED),No focal subject,Contact time,STATE,320.822,322.572,1.75,
Pair 18- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.823,320.823,NA,
Pair 1- 48 Hrs (ED),No focal subject,Nose-to- Anogenital Investigation,STATE,320.838,321.588,0.75,
Pair 11- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.842,320.842,NA,
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,320.855,320.855,NA,
Pair 21- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.874,320.874,NA,
Pair 14- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.909,320.909,NA,
Pair 7- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,320.911,320.911,NA,
Pair 8- 1 week (ED),No focal subject,Contact time,STATE,321,322.19,1.19,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.01,321.01,NA,
Pair 16- 1 week (ED) (2),No focal subject,Stereotypic Behaviors,POINT,321.042,321.042,NA,
Pair 2- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,321.059,321.059,NA,
Pair 21- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.092,321.092,NA,
Pair 6- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.107,321.107,NA,
Pair 13- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.126,321.126,NA,
Pair 5- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.128,321.128,NA,
Pair 2- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.138,321.138,NA,
Pair 3- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.157,321.157,NA,
Pair 14- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.159,321.159,NA,
Pair 2- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.176,321.176,NA,
Pair 13- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.19,321.19,NA,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.21,321.21,NA,
Pair 5- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.225,321.225,NA,
Pair 24- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.226,321.226,NA,
Pair 16- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.294,321.294,NA,
Pair 18- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.324,321.324,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.422,321.422,NA,
Pair 7- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.442,321.442,NA,
Pair 4- 1 week (ED),Female,Autogrooming,STATE,321.444,331.694,10.25,
Pair 5- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.475,321.475,NA,
Pair 5- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,321.476,321.476,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.522,321.522,NA,
Pair 15- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.525,321.525,NA,
Pair 16- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,321.539,321.539,NA,
Pair 18- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,321.539,321.539,NA,
Pair 2- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,321.56,321.56,NA,
Pair 22- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.561,321.561,NA,
Pair 7- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,321.573,321.573,NA,
Pair 11- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.592,321.592,NA,
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.606,321.606,NA,
Pair 5- Intro (ED),No focal subject,Contact time,STATE,321.642,322.722,1.08,
Pair 3- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.656,321.656,NA,
Pair 22- Intro (ED),No focal subject,Contact time,STATE,321.66,327.425,5.765,
Pair 8- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.661,321.661,NA,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,321.709,321.709,NA,
Pair 6- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,321.725,321.725,NA,
Pair 14- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.741,321.741,NA,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,321.773,321.773,NA,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
